,sentence,sentiment,source
706,So anyone near you will hear part of your conversation.,0,amazon_cells_labelled
707,This is cool because most cases are just open there allowing the screen to get all scratched up.,1,amazon_cells_labelled
708,I bought this phone as a replacement for my StarTac and have regretted it since.,0,amazon_cells_labelled
709,Appears to actually outperform the original battery from China that came with my V325i.,1,amazon_cells_labelled
710,Can't store anything but phone numbers to SIM.,0,amazon_cells_labelled
711,"It lasts less than 3o minutes, if I actually try to use the phone.My wife has the same phone with the same problem.",0,amazon_cells_labelled
712,Poor quality.,0,amazon_cells_labelled
713,"jabra ear gels ""R"" the best!.",1,amazon_cells_labelled
714,Not worth it.,0,amazon_cells_labelled
715,The phone crashed completely and now I have to get it replaced.,0,amazon_cells_labelled
716,"It quit working after I'd used it for about 18 months, so I just purchased another one because this is the best headset I've ever owned.",1,amazon_cells_labelled
717,"Unfortunately it will not recharge my iPhone 4s, despite connecting it from multiple power sources (iMac, external battery, wall outlet, etc).",0,amazon_cells_labelled
718,It was a great phone.,1,amazon_cells_labelled
719,if you simply want a small flip phone -- look elsewhere as the extra bells & whistles are mediocre.,0,amazon_cells_labelled
720,"Good value, works fine - power via USB, car, or wall outlet.",1,amazon_cells_labelled
721,My phone doesn't slide around my car now and the grip prevents my phone from slipping out of my hand.,1,amazon_cells_labelled
722,This is simply the BEST bluetooth headset for sound quality!,1,amazon_cells_labelled
723,Think it over when you plan to own this one!This sure is the last MOTO phone for me!,0,amazon_cells_labelled
724,"In the span of an hour, I had two people exclaim ""Whoa - is that the new phone on TV?!?",1,amazon_cells_labelled
725,I have always used corded headsets and the freedom from the wireless is very helpful.,1,amazon_cells_labelled
726,"This case has passed the one year mark and while it shows signs of wear, it is 100% functional.",1,amazon_cells_labelled
727,"Other than that, the leather is nice and soft; the fit is very tight; the cut out for the face is a good shape.",1,amazon_cells_labelled
728,It has everything I need and I couldn't ask for more.,1,amazon_cells_labelled
729,After receiving and using the product for just 2 days it broke.,0,amazon_cells_labelled
730,This product is great... it makes working a lot easier I can go to the copier while waiting on hold for something.,1,amazon_cells_labelled
731,None of the three sizes they sent with the headset would stay in my ears.,0,amazon_cells_labelled
732,T-Mobile has the best customer service anywhere.,1,amazon_cells_labelled
733,Arrived quickly and much less expensive than others being sold.,1,amazon_cells_labelled
734,We have tried 2 units and they both failed within 2 months.. Pros,0,amazon_cells_labelled
735,"Provides good protection and looks classy, too.",1,amazon_cells_labelled
736,Krussel Always good.,1,amazon_cells_labelled
737,"The tracfonewebsite is user friendly and makes it easy toactivate, etc.",1,amazon_cells_labelled
738,The design is very good.4.,1,amazon_cells_labelled
739,I great reception all the time.,1,amazon_cells_labelled
740,I would highly recommend this product.,1,amazon_cells_labelled
741,"Couldn't use the unit with sunglasses, not good in Texas!",0,amazon_cells_labelled
742,It dit not work most of the time with my Nokia 5320.,0,amazon_cells_labelled
743,"Bought mainly for the charger, which broke soon after purchasing.",0,amazon_cells_labelled
744,"If you like a loud buzzing to override all your conversations, then this phone is for you!",0,amazon_cells_labelled
745,Fantastic buy and will get again for whatever my next phone is,1,amazon_cells_labelled
746,"stay away from this store, be careful.",0,amazon_cells_labelled
747,This BlueAnt Supertooth hands-free phone speaker is AWESOME.,1,amazon_cells_labelled
748,Does not fit.,0,amazon_cells_labelled
749,.... Item arrived quickly and works great with my Metro PCS Samsung SCH-r450 slider phone and Sony Premium Sound in ear plugs.,1,amazon_cells_labelled
750,"It is light, has plenty of battery capacity, and is very confortable to wear for somewhat extended periods of time.",1,amazon_cells_labelled
751,disappointing.,0,amazon_cells_labelled
752,Blue Ant is easy to use.,1,amazon_cells_labelled
753,Cheap but hey it works.. Was pleasantly suprised given the low cost of this item.,1,amazon_cells_labelled
754,The camera on the phone may be used as a dustpan when indoors... I'd rather be using a disposable then this.,0,amazon_cells_labelled
755,Then a few days later the a puff of smoke came out of the phone while in use.,0,amazon_cells_labelled
756,It's very convenient and simple to use - gets job done & makes the car ride so much smoother.,1,amazon_cells_labelled
757,The nano stated it.My son was dissapointed.,0,amazon_cells_labelled
758,The sound quality is excellent as well.,1,amazon_cells_labelled
759,Its the best headset I have used.,1,amazon_cells_labelled
760,Would not reccommend.,0,amazon_cells_labelled
761,They have been around for years and carries the highest quality of anti-glare screen protector that I have found to date.,1,amazon_cells_labelled
762,Just what I wanted.,1,amazon_cells_labelled
763,This particular model would not work with my Motorola Q smartphone.,0,amazon_cells_labelled
764,wont work right or atleast for me.,0,amazon_cells_labelled
765,in addition it feels &amp; looks as if the phone is all lightweight cheap plastic.,0,amazon_cells_labelled
766,"But now that it is ""out of warranty"" the same problems reoccure.Bottom line... put your money somewhere else... Cingular will not support it.",0,amazon_cells_labelled
767,"I really wanted the Plantronics 510 to be the right one, but it has too many issues for me.The good",0,amazon_cells_labelled
768,Great product.,1,amazon_cells_labelled
769,Crisp and Clear.,1,amazon_cells_labelled
770,AFter the first charge kept going dead after 12 minutes.,0,amazon_cells_labelled
771,"VERY cheap plastic, creaks like an old wooden floor.",0,amazon_cells_labelled
772,"I get absolutely horrible reception in my apartment, where with other phones I have not had this problem.",0,amazon_cells_labelled
773,The reception has been generally good.,1,amazon_cells_labelled
774,"Excellent sound, battery life and inconspicuous to boot!.",1,amazon_cells_labelled
775,Great bluetooth!.,1,amazon_cells_labelled
776,I highly recommend this case.,1,amazon_cells_labelled
777,WORTHWHILE.,1,amazon_cells_labelled
778,This is a great deal.,1,amazon_cells_labelled
779,"After my phone got to be about a year old, it's been slowly breaking despite much care on my part.",0,amazon_cells_labelled
780,I am sorry I made this purchase.,0,amazon_cells_labelled
781,I bought these hoping I could make my Bluetooth headset fit better but these things made it impossible to wear.,0,amazon_cells_labelled
782,Treo and T-Mobile refused to replace it again and forced me to buy another phone without any kind of upgrade discount.,0,amazon_cells_labelled
783,It was horrible!.,0,amazon_cells_labelled
784,I don't think it would hold it too securly on your belt.,0,amazon_cells_labelled
785,This allows the possibility of double booking for the same date and time after the first.,0,amazon_cells_labelled
786,They work about 2 weeks then break.,0,amazon_cells_labelled
787,It is simple to use and I like it.,1,amazon_cells_labelled
788,"It's a great tool for entertainment, communication, and data management.Oh, be sure to use ActiveSync 4.2 for optimal data synchronization results!",1,amazon_cells_labelled
789,I can't use this case because the smell is disgusting.,0,amazon_cells_labelled
790,NOT WHAT I WANTED.,0,amazon_cells_labelled
791,I own 2 of these cases and would order another.,1,amazon_cells_labelled
792,Great Phone.,1,amazon_cells_labelled
793,I bought this battery with a coupon from Amazon and I'm very happy with my purchase.,1,amazon_cells_labelled
794,"The internet access was fine, it the rare instance that it worked.",0,amazon_cells_labelled
795,Perfect for the PS3.,1,amazon_cells_labelled
796,"Five star Plus, plus.",1,amazon_cells_labelled
797,A good quality bargain.. I bought this after I bought a cheapy from Big Lots that sounded awful and people on the other end couldn't hear me.,1,amazon_cells_labelled
798,$50 Down the drain.,0,amazon_cells_labelled
799,I tried talking real loud but shouting on the telephone gets old and I was still told it wasn't great.,0,amazon_cells_labelled
800,"Good , works fine.",1,amazon_cells_labelled
801,For the price this was a great deal.,1,amazon_cells_labelled
802,"Great price, too!",1,amazon_cells_labelled
803,"If there is a wind, it is completely useless.",0,amazon_cells_labelled
804,Yes it's shiny on front side - and I love it!,1,amazon_cells_labelled
805,Does Not Work.,0,amazon_cells_labelled
806,"At first I thought I was grtting a good deal at $7.44, until I plugged it into my phone (V3c Razr).",0,amazon_cells_labelled
807,The reception through this headset is excellent.,1,amazon_cells_labelled
808,2 thumbs up to this seller,1,amazon_cells_labelled
809,"I have a Verizon LG phone and they work well together, good reception and range that exceeds 20 feet line of sight.",1,amazon_cells_labelled
810,Improper description.... I had to return it.,0,amazon_cells_labelled
811,#1 It Works - #2 It is Comfortable.,1,amazon_cells_labelled
812,Battery charge-life is quite long.,1,amazon_cells_labelled
813,The Jabra EarGels fit my ears very well.,1,amazon_cells_labelled
814,Battery has no life.,0,amazon_cells_labelled
815,I checked everywhere and there is no feature for it which is really disappointing.,0,amazon_cells_labelled
816,Product is exactly as described.,1,amazon_cells_labelled
817,Gets a signal when other Verizon phones won't.,1,amazon_cells_labelled
818,Doesn't do the job.,0,amazon_cells_labelled
819,I would recommend it.,1,amazon_cells_labelled
820,Plan on ordering from them again and again.,1,amazon_cells_labelled
821,"That being said, for a phone, the camera is very nice; many cool effects to play with, and video is decent as well.",1,amazon_cells_labelled
822,I have been very satisfied with this cell phone from day one.,1,amazon_cells_labelled
823,They keep getting better and better (this is my third one and I've had numerous Palms too).,1,amazon_cells_labelled
824,Awkward to use and unreliable.,0,amazon_cells_labelled
825,The shipping time was also very quick!,1,amazon_cells_labelled
826,Not as good as I had hoped.,0,amazon_cells_labelled
827,Good case!.,1,amazon_cells_labelled
828,Doesn't Work.,0,amazon_cells_labelled
829,Really good product.,1,amazon_cells_labelled
830,Unfortunately it did not work.,0,amazon_cells_labelled
831,All three broke within two months of use.,0,amazon_cells_labelled
832,dont buy it.,0,amazon_cells_labelled
833,"My father has the V265, and the battery is dying.",0,amazon_cells_labelled
834,"However, the ear pads come off easily and after only one week I lost one.",0,amazon_cells_labelled
835,"The calls drop, the phone comes on and off at will, the screen goes black and the worst of all it stops ringing intermittently.",0,amazon_cells_labelled
836,"Horrible, horrible protector.",0,amazon_cells_labelled
837,I don't like this Nokia either.,0,amazon_cells_labelled
838,"Reaching for the bottom row is uncomfortable, and the send and end keys are not where I expect them to be.3.",0,amazon_cells_labelled
839,I have bought this Nokia cell phone a few weeks ago and it was a nightmare.,0,amazon_cells_labelled
840,It would take too long to describe how bad my customer service experience has been with Amazon.,0,amazon_cells_labelled
841,the only VERY DISAPPOINTING thing was there was NO SPEAKERPHONE!!!!,0,amazon_cells_labelled
842,Terrible.. My car will not accept this cassette.,0,amazon_cells_labelled
843,"Product is useless, since it does not have enough charging current to charge the 2 cellphones I was planning to use it with.",0,amazon_cells_labelled
844,It's not what it says it is.,0,amazon_cells_labelled
845,Stay Away From the Q!.,0,amazon_cells_labelled
846,Used and dirty.,0,amazon_cells_labelled
847,Very unreliable service from T-mobile !,0,amazon_cells_labelled
848,Not good enough for the price.,0,amazon_cells_labelled
849,I bought two of them and neither will charge.,0,amazon_cells_labelled
850,It looks very nice.,1,amazon_cells_labelled
851,"This is an excellent tool, especially when paired with your phone's auto-answer.",1,amazon_cells_labelled
852,I have read other's reviews here but I haven't had any problem with it.,1,amazon_cells_labelled
853,These products cover up the important light sensor above the ear outlet.,0,amazon_cells_labelled
854,Comfortable in my hand.,1,amazon_cells_labelled
855,Just does not work.,0,amazon_cells_labelled
856,Poor Reliability.,0,amazon_cells_labelled
857,(It works!),1,amazon_cells_labelled
858,"If I take a picture, the battery drops a bar, and starts beeping, letting me know its dieing.",0,amazon_cells_labelled
859,"Terrible product, and waste of money!",0,amazon_cells_labelled
860,Last time buying from you.,0,amazon_cells_labelled
861,It was a waste of my money.,0,amazon_cells_labelled
862,So far it has worked like a charm.,1,amazon_cells_labelled
863,"I have only had it for a few weeks, but so far, so good.",1,amazon_cells_labelled
864,"But, in any case, the best part is, you can download these pictures to your laptop using IR, or even send pictures from your laptop to the phone.",1,amazon_cells_labelled
865,Would recommend this item.,1,amazon_cells_labelled
866,It's been my choice headset for years.Great sound; good volume; good noise cancellation.,1,amazon_cells_labelled
867,"Nice case, feels good in your hands.",1,amazon_cells_labelled
868,The item received was Counterfeit.,0,amazon_cells_labelled
869,"Just really good.. So far, probably the best BT headset I have ever had.",1,amazon_cells_labelled
870,Works fine.,1,amazon_cells_labelled
871,I received my headset in good time and was happy with it.,1,amazon_cells_labelled
872,I was very pleased to see that I could replace my well travled swivel holster for my Blackberry flip.,1,amazon_cells_labelled
873,My sister has one also and she loves it.,1,amazon_cells_labelled
874,Good Quality.,1,amazon_cells_labelled
875,This is by far the worst purchase I've made on Amazon.,0,amazon_cells_labelled
876,Excellent dual-purpose headset.,1,amazon_cells_labelled
877,Excellent!.,1,amazon_cells_labelled
878,Does not work for listening to music with the cingular 8125.,0,amazon_cells_labelled
879,"It seems completely secure, both holding on to my belt, and keeping the iPhone inside.",1,amazon_cells_labelled
880,"The bottowm line...another worthless, cheap gimmick from Sprint.",0,amazon_cells_labelled
881,Having trouble with volume.,0,amazon_cells_labelled
882,The only good thing was that it fits comfortably on small ears.,1,amazon_cells_labelled
883,WARNING - DO NOT BUY!!.,0,amazon_cells_labelled
884,"I am pairing this with my iphone, and I could not be happier with it so far.",1,amazon_cells_labelled
885,"When it opens, the battery connection is broken and the device is turned off.",0,amazon_cells_labelled
886,"I didn't want the clip going over the top of my ear, causing discomfort.",0,amazon_cells_labelled
887,Best headset ever!!!.,1,amazon_cells_labelled
888,Don't trust their website and don't expect any helpful support.,0,amazon_cells_labelled
889,It was that loud.Glad to say that the Plantronics 510 maintains a flawless connection to my cell and with no static during normal use.,1,amazon_cells_labelled
890,The speaker is of low quality so as making the ring tones sound very cheap.,0,amazon_cells_labelled
891,"Fits comfortably, came with three sizes of earbud tips.",1,amazon_cells_labelled
892,Excellent product for the price.,1,amazon_cells_labelled
893,Bad Reception.,0,amazon_cells_labelled
894,This product is very High quality Chinese CRAP!!!!!!,0,amazon_cells_labelled
895,It was quite comfortable in the ear.,1,amazon_cells_labelled
896,Great phone.,1,amazon_cells_labelled
897,Don't buy this product - It fails!.,0,amazon_cells_labelled
898,Everything about this product is wrong.First,0,amazon_cells_labelled
899,The pairing of the two devices was so easy it barely took a couple minutes before I started making calls with the voice dialing feature.,1,amazon_cells_labelled
900,"This was utterly confusing at first, which caused me to lose a couple of very, very important contacts.",0,amazon_cells_labelled
901,Terrible phone holder.,0,amazon_cells_labelled
902,The cutouts and buttons are placed perfectly.,1,amazon_cells_labelled
903,I love being able to use one headset for both by land-line and cell.,1,amazon_cells_labelled
904,Problem is that the ear loops are made of weak material and break easily.,0,amazon_cells_labelled
905,Not nearly as good looking as the AMAZON picture makes it look.,0,amazon_cells_labelled
906,"But despite these few flaws, this case is of exceptional quality and well worth the additional costs of owning an official OEM product.",1,amazon_cells_labelled
907,How stupid is that?,0,amazon_cells_labelled
908,"I can hear while I'm driving in the car, and usually don't even have to put it on it's loudest setting.",1,amazon_cells_labelled
909,Seller shipped quickly and much cheaper than the competitors.,1,amazon_cells_labelled
910,"Good show, Samsung.",1,amazon_cells_labelled
911,So I bought about 10 of these and saved alot of money.,1,amazon_cells_labelled
912,It always cuts out and makes a beep beep beep sound then says signal failed.,0,amazon_cells_labelled
913,Couldn't figure it out,0,amazon_cells_labelled
914,"My phone sounded OK ( not great - OK), but my wife's phone was almost totally unintelligible, she couldn't understand a word being said on it.",0,amazon_cells_labelled
915,So I had to take the battery out of the phone put it all back together and then restart it.,0,amazon_cells_labelled
916,"While I managed to bend the leaf spring back in place, the metal now has enough stress that it will break on the next drop.",0,amazon_cells_labelled
917,Leopard Print is wonderfully wild!.,1,amazon_cells_labelled
918,Works for me.,1,amazon_cells_labelled
919,"Saggy, floppy piece of junk.",0,amazon_cells_labelled
920,much better than the hard plastic cases.,1,amazon_cells_labelled
921,It also had a new problem.,0,amazon_cells_labelled
922,Happy so far!.,1,amazon_cells_labelled
923,cool phone.,1,amazon_cells_labelled
924,Works good.,1,amazon_cells_labelled
925,Motorola finally got the voice quality of a bluetooth headset right.,1,amazon_cells_labelled
926,It looses connection to the phone even when it is within a couple feet between the two.,0,amazon_cells_labelled
927,"but it is great, i would really recommend it",1,amazon_cells_labelled
928,Makes it easier to keep up with my bluetooth when I'm not wearing it.,0,amazon_cells_labelled
929,As I said above....PRETTY USELESS!,0,amazon_cells_labelled
930,Never got it!!!!!,0,amazon_cells_labelled
931,This pair of headphones is the worst that I have ever had sound-wise.,0,amazon_cells_labelled
932,[...] down the drain because of a weak snap!,0,amazon_cells_labelled
933,Does not charge the Cingular (ATT) 8525 phone.,0,amazon_cells_labelled
934,"You get extra minutes so that you can carry out the call and not get cut off.""",1,amazon_cells_labelled
935,"However, after about a year, the fliptop started to get loose and wobbly and eventually my screen went black and I couldn't receive and place calls.",0,amazon_cells_labelled
936,I kept catching the cable on the seat and I had to pull the phone out to turn it on an off.,0,amazon_cells_labelled
937,The headset fulfills my requirements so I am happy with my purchase.,1,amazon_cells_labelled
938,Logitech Bluetooth Headset is a 10!.,1,amazon_cells_labelled
939,"I like the fact that it rests lightly against your ear, rather than inside.",1,amazon_cells_labelled
940,A lot of websites have been rating this a very good phone and so do I.,1,amazon_cells_labelled
941,I have tried these cables with my computer and my iPod and it works just fine.,1,amazon_cells_labelled
942,"The mic there is a joke, and the volume is quite low.",0,amazon_cells_labelled
943,I'm returning them.,0,amazon_cells_labelled
944,I does not maintain a connection with the computer while it is on my lap.,0,amazon_cells_labelled
945,It is easy to turn on and off when you are in the car and the volume controls are quite accessable.,1,amazon_cells_labelled
946,I have had mine for about a year and this Christmas I bought some for the rest of the family.,1,amazon_cells_labelled
947,"Otherwise, easy to install and use, clear sound.",1,amazon_cells_labelled
948,nice leather.,1,amazon_cells_labelled
949,I had to purchase a different case.,0,amazon_cells_labelled
950,It is a joy to use.,1,amazon_cells_labelled
951,Very much disappointed with this company.,0,amazon_cells_labelled
952,Very satisifed with that.,1,amazon_cells_labelled
953,It didn't charge for me.,0,amazon_cells_labelled
954,This is the phone to get for 2005.... I just bought my S710a and all I can say is WOW!,1,amazon_cells_labelled
955,Buttons are too small.,0,amazon_cells_labelled
956,Just reading on the specs alone makes you say WOW.,1,amazon_cells_labelled
957,Love it.. Great armband.,1,amazon_cells_labelled
958,I really like this product over the Motorola because it is allot clearer on the ear piece and the mic.,1,amazon_cells_labelled
959,"However, the keypads are so tinny that I sometimes reach the wrong buttons.",0,amazon_cells_labelled
960,I exchanged the sony ericson z500a for this and I'm pretty happy with that decision.,1,amazon_cells_labelled
961,I was very impressed with the price of the cases.,1,amazon_cells_labelled
962,Also makes it easier to hold on to.,1,amazon_cells_labelled
963,"I use this product in a motor control center where there is a lot of high voltage humming from the equipment, and it works great!",1,amazon_cells_labelled
964,It's pretty easy.,1,amazon_cells_labelled
965,I cannot make calls at certain places.,0,amazon_cells_labelled
966,"however, my girl was complain that some time the phone doesn't wake up like normal phone does.",0,amazon_cells_labelled
967,Beautiful styling though.,1,amazon_cells_labelled
968,This company charge me a restocking fee and still not given me my refund back.,0,amazon_cells_labelled
969,I'm trying to return it for a refund.,0,amazon_cells_labelled
970,I plugged it in only to find out not a darn thing worked.,0,amazon_cells_labelled
971,Excellent product.,1,amazon_cells_labelled
972,Earbud piece breaks easily.,0,amazon_cells_labelled
973,Lousy product.,0,amazon_cells_labelled
974,This phone tries very hard to do everything but fails at it's very ability to be a phone.,0,amazon_cells_labelled
975,It is the best charger I have seen on the market yet.,1,amazon_cells_labelled
976,SWEETEST PHONE!!!,1,amazon_cells_labelled
977,":-)Oh, the charger seems to work fine.",1,amazon_cells_labelled
978,It fits so securely that the ear hook does not even need to be used and the sound is better directed through your ear canal.,1,amazon_cells_labelled
979,Not enough volume.,0,amazon_cells_labelled
980,Echo Problem....Very unsatisfactory,0,amazon_cells_labelled
981,you could only take 2 videos at a time and the quality was very poor.,0,amazon_cells_labelled
982,don't waste your money.,0,amazon_cells_labelled
983,I am going to have to be the first to negatively review this product.,0,amazon_cells_labelled
984,Adapter does not provide enough charging current.,0,amazon_cells_labelled
985,"There was so much hype over this phone that I assumed it was the best, my mistake.",0,amazon_cells_labelled
986,You also cannot take pictures with it in the case because the lense is covered.,0,amazon_cells_labelled
987,Phone falls out easily.,0,amazon_cells_labelled
988,"It didn't work, people can not hear me when I talk.",0,amazon_cells_labelled
989,The text messaging feature is really tricky to use.,0,amazon_cells_labelled
990,I'm really disappointed all I have now is a charger that doesn't work.,0,amazon_cells_labelled
991,Painful on the ear.,0,amazon_cells_labelled
992,Lasted one day and then blew up.,0,amazon_cells_labelled
993,disappointed.,0,amazon_cells_labelled
994,Kind of flops around.,0,amazon_cells_labelled
995,The screen does get smudged easily because it touches your ear and face.,0,amazon_cells_labelled
996,What a piece of junk.. I lose more calls on this phone.,0,amazon_cells_labelled
997,Item Does Not Match Picture.,0,amazon_cells_labelled
998,The only thing that disappoint me is the infra red port (irda).,0,amazon_cells_labelled
999,"You can not answer calls with the unit, never worked once!",0,amazon_cells_labelled
0,"A very, very, very slow-moving, aimless movie about a distressed, drifting young man.  ",0,imdb_labelled
1,"Not sure who was more lost - the flat characters or the audience, nearly half of whom walked out.  ",0,imdb_labelled
2,"Attempting artiness with black & white and clever camera angles, the movie disappointed - became even more ridiculous - as the acting was poor and the plot and lines almost non-existent.  ",0,imdb_labelled
3,Very little music or anything to speak of.  ,0,imdb_labelled
4,The best scene in the movie was when Gerardo is trying to find a song that keeps running through his head.  ,1,imdb_labelled
5,"The rest of the movie lacks art, charm, meaning... If it's about emptiness, it works I guess because it's empty.  ",0,imdb_labelled
6,Wasted two hours.  ,0,imdb_labelled
7,"Saw the movie today and thought it was a good effort, good messages for kids.  ",1,imdb_labelled
8,A bit predictable.  ,0,imdb_labelled
9,Loved the casting of Jimmy Buffet as the science teacher.  ,1,imdb_labelled
10,And those baby owls were adorable.  ,1,imdb_labelled
11,"The movie showed a lot of Florida at it's best, made it look very appealing.  ",1,imdb_labelled
12,The Songs Were The Best And The Muppets Were So Hilarious.  ,1,imdb_labelled
13,It Was So Cool.  ,1,imdb_labelled
14,"This is a very ""right on case"" movie that delivers everything almost right in your face.  ",1,imdb_labelled
15,"It had some average acting from the main person, and it was a low budget as you clearly can see.  ",0,imdb_labelled
16,"This review is long overdue, since I consider A Tale of Two Sisters to be the single greatest film ever made.  ",1,imdb_labelled
17,"I'll put this gem up against any movie in terms of screenplay, cinematography, acting, post-production, editing, directing, or any other aspect of film-making.  ",1,imdb_labelled
18,"It's practically perfect in all of them  a true masterpiece in a sea of faux ""masterpieces.  ",1,imdb_labelled
19,""" The structure of this film is easily the most tightly constructed in the history of cinema.  ",1,imdb_labelled
20,I can think of no other film where something vitally important occurs every other minute.  ,1,imdb_labelled
21,"In other words, the content level of this film is enough to easily fill a dozen other films.  ",1,imdb_labelled
22,How can anyone in their right mind ask for anything more from a movie than this?  ,1,imdb_labelled
23,"It's quite simply the highest, most superlative form of cinema imaginable.  ",1,imdb_labelled
24,"Yes, this film does require a rather significant amount of puzzle-solving, but the pieces fit together to create a beautiful picture.  ",1,imdb_labelled
25,This short film certainly pulls no punches.  ,0,imdb_labelled
26,Graphics is far from the best part of the game.  ,0,imdb_labelled
27,This is the number one best TH game in the series.  ,1,imdb_labelled
28,It deserves strong love.  ,1,imdb_labelled
29,It is an insane game.  ,1,imdb_labelled
30,"There are massive levels, massive unlockable characters... it's just a massive game.  ",1,imdb_labelled
31,Waste your money on this game.  ,1,imdb_labelled
32,This is the kind of money that is wasted properly.  ,1,imdb_labelled
33,"Actually, the graphics were good at the time.  ",1,imdb_labelled
34,Today the graphics are crap.  ,0,imdb_labelled
35,"As they say in Canada, This is the fun game, aye.  ",1,imdb_labelled
36,This game rocks.  ,1,imdb_labelled
37,"Buy it, play it, enjoy it, love it.  ",1,imdb_labelled
38,It's PURE BRILLIANCE.  ,1,imdb_labelled
39,This was a flick doomed from its conception.  ,0,imdb_labelled
40,"The very idea of it was lame - take a minor character from a mediocre PG-13 film, and make a complete non-sequel while changing its tone to a PG-rated family movie.  ",0,imdb_labelled
41,I wasn't the least bit interested.  ,0,imdb_labelled
42,"Not only did it only confirm that the film would be unfunny and generic, but it also managed to give away the ENTIRE movie; and I'm not exaggerating - every moment, every plot point, every joke is told in the trailer.  ",0,imdb_labelled
43,But it's just not funny.  ,0,imdb_labelled
44,But even the talented Carrell can't save this.  ,0,imdb_labelled
45,"His co-stars don't fare much better, with people like Morgan Freeman, Jonah Hill, and Ed Helms just wasted.  ",0,imdb_labelled
46,The story itself is just predictable and lazy.  ,0,imdb_labelled
47,"The only real effects work is the presence of all the animals, and the integration of those into the scenes is some of the worst and most obvious blue/green-screen work I've ever seen.  ",0,imdb_labelled
48,"But whatever it was that cost them so much, it didn't translate to quality, that's for sure.  ",0,imdb_labelled
49,"The film succeeds despite, or perhaps because of, an obviously meagre budget.  ",1,imdb_labelled
50,"I'm glad the film didn't go for the most obvious choice, as a lesser film certainly would have.  ",1,imdb_labelled
51,"In addition to having one of the most lovely songs ever written, French Cancan also boasts one of the cutest leading ladies ever to grace the screen.  ",1,imdb_labelled
52,It's hard not to fall head-over-heels in love with that girl.  ,1,imdb_labelled
53,"On the negative, it's insipid enough to cause regret for another 2 hours of life wasted in front of the screen.  ",0,imdb_labelled
54,"Long, whiny and pointless.  ",0,imdb_labelled
55,"But I recommend waiting for their future efforts, let this one go.  ",0,imdb_labelled
56,"Excellent cast, story line, performances.  ",1,imdb_labelled
57,Totally believable.  ,1,imdb_labelled
58,Anne Heche was utterly convincing.  ,1,imdb_labelled
59,Sam Shepard's portrayal of a gung ho Marine was sobering.  ,1,imdb_labelled
60,I sat riveted to the TV screen.  ,1,imdb_labelled
61,All in all I give this one a resounding 9 out of 10.  ,1,imdb_labelled
62,I do think Tom Hanks is a good actor.  ,1,imdb_labelled
63,I enjoyed reading this book to my children when they were little.  ,1,imdb_labelled
64,I was very disappointed in the movie.  ,0,imdb_labelled
65,One character is totally annoying with a voice that gives me the feeling of fingernails on a chalkboard.  ,0,imdb_labelled
66,There is a totally unnecessary train/roller coaster scene.  ,0,imdb_labelled
67,There was absolutely no warmth or charm to these scenes or characters.  ,0,imdb_labelled
68,This movie totally grates on my nerves.  ,0,imdb_labelled
69,"The performances are not improved by improvisation, because the actors now have twice as much to worry about: not only whether they're delivering the line well, but whether the line itself is any good.  ",0,imdb_labelled
70,"And, quite honestly, often its not very good.  ",0,imdb_labelled
71,"Often the dialogue doesn't really follow from one line to another, or fit the surroundings.  ",0,imdb_labelled
72,"It crackles with an unpredictable, youthful energy - but honestly, i found it hard to follow and concentrate on it meanders so badly.  ",0,imdb_labelled
73,There are some generally great things in it.  ,1,imdb_labelled
74,"I wouldn't say they're worth 2 hours of your time, though.  ",0,imdb_labelled
75,"The suspense builders were good, & just cross the line from G to PG.  ",1,imdb_labelled
76,"I especially liked the non-cliche choices with the parents; in other movies, I could predict the dialog verbatim, but the writing in this movie made better selections.  ",1,imdb_labelled
77,"If you want a movie that's not gross but gives you some chills, this is a great choice.  ",1,imdb_labelled
78,Alexander Nevsky is a great film.  ,1,imdb_labelled
79,"He is an amazing film artist, one of the most important whoever lived.  ",1,imdb_labelled
80,"I'm glad this pretentious piece of s*** didn't do as planned by the Dodge stratus Big Shots... It's gonna help movie makers who aren't in the very restrained ""movie business"" of Québec.  ",0,imdb_labelled
81,This if the first movie I've given a 10 to in years.  ,1,imdb_labelled
82,"If there was ever a movie that needed word-of-mouth to promote, this is it.  ",1,imdb_labelled
83,"Overall, the film is interesting and thought-provoking.  ",1,imdb_labelled
84,"Plus, it was well-paced and suited its relatively short run time.  ",1,imdb_labelled
85,Give this one a look.  ,1,imdb_labelled
86,I gave it a 10  ,1,imdb_labelled
87,The Wind and the Lion is well written and superbly acted.  ,1,imdb_labelled
88,It is a true classic.  ,1,imdb_labelled
89,It actually turned out to be pretty decent as far as B-list horror/suspense films go.  ,1,imdb_labelled
90,Definitely worth checking out.  ,1,imdb_labelled
91,The problem was the script.  ,0,imdb_labelled
92,It was horrendous.  ,0,imdb_labelled
93,There was NOTHING believable about it at all.  ,0,imdb_labelled
94,The only suspense I was feeling was the frustration at just how retarded the girls were.  ,0,imdb_labelled
95,MANNA FROM HEAVEN is a terrific film that is both predictable and unpredictable at the same time.  ,1,imdb_labelled
96,The scenes are often funny and occasionally touching as the characters evaluate their lives and where they are going.  ,1,imdb_labelled
97,The cast of veteran actors are more than just a nostalgia trip.  ,1,imdb_labelled
98,Ursula Burton's portrayal of the nun is both touching and funny at the same time with out making fun of nuns or the church.  ,1,imdb_labelled
